id,name,city,state,street,zip,country,url,grade_levels,enrollment_size,school_type,student_body
39063,Darlington School,Rome,GA,1014 Cave Spring Rd SW,30161-4700,US,/school-directory/school/39063,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Boarding Day,CoEd
40270,Dartmoor School,Bellevue,WA,"Dartmoor School Administrative Office
2800 Northup Way, Suite 110",98004,US,/school-directory/school/40270,,0-100,Day,CoEd
43393,Davidson Academy Online,Reno,NV,9665 Gateway Drive Suite A,89521,US,/school-directory/school/43393,"Middle School/Junior High School, High School",101-200,Day,CoEd
43123,Davidson Day School,Davidson,NC,750 Jetton Street,28036-7104,US,/school-directory/school/43123,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
43051,Davis Waldorf School,Davis,CA,3100 Sycamore Lane,95616-5732,US,/school-directory/school/43051,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
44144,Daycroft School,Ann Arbor,MI,1095 North Zeeb Rd,48103,US,/school-directory/school/44144,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
41470,De La Salle Academy,New York,NY,332 W 43rd St,10036-6405,US,/school-directory/school/41470,Middle School/Junior High School,101-200,Day,CoEd
43268,de Toledo High School,West Hills,CA,22622 Vanowen St,91307-2646,US,/school-directory/school/43268,High School,301-500,Day,CoEd
39073,Dedham Country Day School,Dedham,MA,90 Sandy Valley Rd,02026-5898,US,/school-directory/school/39073,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
39078,Deerfield Academy,Deerfield,MA,7 Boyden Lane,01342,US,/school-directory/school/39078,"High School, Post-Graduate School",501-700,Boarding Day,CoEd
40799,Delaware Valley Friends School,Paoli,PA,19 E Central Ave,19301-1345,US,/school-directory/school/40799,"Elementary/Primary School, Middle School/Junior High School, High School",201-300,Day,CoEd
39088,Delbarton School,Morristown,NJ,230 Mendham Rd,07960-4899,US,/school-directory/school/39088,"Middle School/Junior High School, High School",501-700,Day Services Available Lunch,Boys
42608,Delphian School,Sheridan,OR,20950 SW Rock Creek Rd,97378-9740,US,/school-directory/school/42608,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",201-300,Boarding Day,CoEd
44399,DeMatha Catholic High School,Hyattsville,MD,4313 Madison St,20781-1625,US,/school-directory/school/44399,,701-1000,Day,Boys
42367,Denver Academy,Denver,CO,4400 E Iliff Ave,80222-6019,US,/school-directory/school/42367,"Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
41071,Denver Jewish Day School,Denver,CO,2450 S Wabash St,80231-3816,US,/school-directory/school/41071,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
39093,Derby Academy,Hingham,MA,56 Burditt Ave,02043-1846,US,/school-directory/school/39093,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
43394,Desert View Learning Center,Paradise Valley,AZ,4027 E Lincoln Dr.,85253,US,/school-directory/school/43394,Elementary/Primary School,0-100,,CoEd
39098,Detroit Country Day School,Beverly Hills,MI,22305 W 13 Mile Rd,48025-4435,US,/school-directory/school/39098,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
42027,Detroit Waldorf School,Detroit,MI,2555 Burns St,48214-1864,US,/school-directory/school/42027,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42730,Dexter Southfield,Brookline,MA,20 Newton St,02445-7498,US,/school-directory/school/42730,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
40812,Discovery School,Mansfield,OH,855 Millsboro Rd,44903-1919,US,/school-directory/school/40812,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
39360,Doane Academy,Burlington,NJ,350 Riverbank,08016-1355,US,/school-directory/school/39360,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",201-300,Day,CoEd
42750,Don Bosco Technical Institute,Rosemead,CA,1151 San Gabriel Blvd,91770-4251,US,/school-directory/school/42750,High School,301-500,Day,Boys
43374,Double Helix STEAM School,Athens,GA,973 Prince Ave,30606,US,/school-directory/school/43374,"Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
88441,Drake Academy of Excellence,Chelmsford,MA,275 Billerica Road Unit 1B,01824,US,/school-directory/school/88441,,0-100,,CoEd
42151,Drew School,San Francisco,CA,2901 California St,94115-2432,US,/school-directory/school/42151,High School,201-300,Day,CoEd
39105,Dublin School,Dublin,NH,18 Lehmann Way,03444,US,/school-directory/school/39105,High School,101-200,Boarding Day Services Available Lunch,CoEd
41904,Duchesne Academy of the Sacred Heart,Houston,TX,10202 Memorial Dr,77024-3213,US,/school-directory/school/41904,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,Girls
42292,Duke School,Durham,NC,3716 Erwin Rd,27705-5016,US,/school-directory/school/42292,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
39109,Dunn School,Los Olivos,CA,PO Box 98,93441-0098,US,/school-directory/school/39109,"Middle School/Junior High School, High School",201-300,Boarding Day,CoEd
39113,Durham Academy,Durham,NC,3601 Ridge Rd,27705-5599,US,/school-directory/school/39113,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
39117,Dutchess Day School,Millbrook,NY,415 Route 343,12545-6305,US,/school-directory/school/39117,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
41474,Dwight School,New York,NY,291 Central Park W,10024-3002,US,/school-directory/school/41474,"Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
39123,Dwight-Englewood School,Englewood,NJ,315 E Palisade Ave,07631-3100,US,/school-directory/school/39123,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
41536,E.A. Young Academy,Roanoke,TX,608 Henrietta Creek Road,76262,US,/school-directory/school/41536,,0-100,Day,CoEd
42109,Eagle Hill School,Greenwich,CT,45 Glenville Rd,06831-5392,US,/school-directory/school/42109,"Elementary/Primary School, Middle School/Junior High School",201-300,Boarding Day,CoEd
41421,Eagle Hill School,Hardwick,MA,242 Old Petersham Rd,01037-0116,US,/school-directory/school/41421,High School,201-300,Boarding,CoEd
42358,Eagle Rock School,Estes Park,CO,2750 Notaiah Rd,80517-9752,US,/school-directory/school/42358,High School,0-100,Boarding,CoEd
43347,East Bay German International School,Emeryville,CA,1070 41st Street,94608,US,/school-directory/school/43347,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,CoEd
41002,East Bay Montessori,El Cerrito,CA,7075 Cutting Blvd,94530-1800,US,/school-directory/school/41002,"Pre-School, Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
39127,East Woods School,Oyster Bay,NY,31 Yellow Cote Rd,11771-4109,US,/school-directory/school/39127,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42728,Eastside Catholic School,Sammamish,WA,232 228th Ave SE,98074-7207,US,/school-directory/school/42728,"Middle School/Junior High School, High School",701-1000,Day,CoEd
43106,Eastside Preparatory School,Kirkland,WA,10613 NE 38th Pl,98033-7927,US,/school-directory/school/43106,"Middle School/Junior High School, High School",501-700,Day,CoEd
41941,Echo Horizon School,Culver City,CA,3430 McManus Ave,90232-7407,US,/school-directory/school/41941,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
40467,Ecole Bilingue De Berkeley,Berkeley,CA,1009 Heinz Ave,94710-2718,US,/school-directory/school/40467,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
40369,Ecole Bilingue de la Nouvelle Orleans,New Orleans,LA,812 General Pershing St,70115-2731,US,/school-directory/school/40369,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
40967,Edmund Burke School,Washington,DC,4101 Connecticut Ave NW,20008-1155,US,/school-directory/school/40967,"Middle School/Junior High School, High School",201-300,Day Services Available Lunch,CoEd
41535,EF Academy New York,Thornwood,NY,582 Columbus Ave,10594-1907,US,/school-directory/school/41535,,301-500,Boarding Day,CoEd
39132,Elmwood Franklin School,Buffalo,NY,104 New Amsterdam Ave,14216-3399,US,/school-directory/school/39132,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
41740,Emerson School,Ann Arbor,MI,5425 Scio Church Rd,48103-9287,US,/school-directory/school/41740,"Elementary/Primary School, Middle School/Junior High School",501-700,Day,CoEd
44132,Emerson Waldorf School,Chapel Hill,NC,6211 New Jericho Rd,27516-8171,US,/school-directory/school/44132,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",201-300,Day,CoEd
39020,Emma Willard School,Troy,NY,285 Pawling Ave,12180-5294,US,/school-directory/school/39020,High School,301-500,Boarding Day,Girls
40199,Epiphany School,Seattle,WA,3611 East Denny Way,98122-3423,US,/school-directory/school/40199,"Pre-School, Elementary/Primary School",201-300,Day,CoEd
43024,Episcopal Collegiate School,Little Rock,AR,1701 Cantrell Rd,72201-1111,US,/school-directory/school/43024,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
41047,Episcopal Day School of St. Matthew,San Mateo,CA,16 Baldwin Ave,94401-3807,US,/school-directory/school/41047,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42405,Episcopal Day School-GA,Augusta,GA,2248 Walton Way,30904-4302,US,/school-directory/school/42405,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
39038,Episcopal High School,Alexandria,VA,1200 N Quaker Ln,22302-3004,US,/school-directory/school/39038,High School,301-500,Boarding,CoEd
40803,Episcopal High School,Bellaire,TX,4650 Bissonnet St,77401-3002,US,/school-directory/school/40803,High School,701-1000,Day,CoEd
39042,Episcopal High School of Baton Rouge,Baton Rouge,LA,3200 Woodland Ridge Blvd,70816-2743,US,/school-directory/school/39042,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
40723,Episcopal School of Acadiana,Broussard,LA,1557 Smede Rd.,70518,US,/school-directory/school/40723,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
42813,Episcopal School of Knoxville,Knoxville,TN,950 Episcopal School Way,37932-3069,US,/school-directory/school/42813,"Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
41428,Episcopal School of Nashville,Nashville,TN,1310 Ordway Place,37206,US,/school-directory/school/41428,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
40449,Erie Day School,Erie,PA,1372 W 6th St,16505-2596,US,/school-directory/school/40449,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
40406,Escuela Bilingüe Internacional,Emeryville,CA,4550 San Pablo Avenue,94608,US,/school-directory/school/40406,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
43921,Escuela de Guadalupe,Denver,CO,660 Julian Street,80204,US,/school-directory/school/43921,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
40278,Esperanza Academy,Lawrence,MA,198 Garden St,01840-1628,US,/school-directory/school/40278,Middle School/Junior High School,0-100,Day,Girls
39054,Ethical Culture Fieldston School,New York,NY,33 Central Park W,10023-6001,US,/school-directory/school/39054,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
42377,Eton Academy,Birmingham,MI,1755 E Melton Rd,48009-7277,US,/school-directory/school/42377,"Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,CoEd
42527,Eton School,Bellevue,WA,2701 Bellevue Redmond Rd,98008-2253,US,/school-directory/school/42527,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
39059,Evansville Day School,Evansville,IN,3400 N Green River Rd,47715-1300,US,/school-directory/school/39059,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",201-300,Day,CoEd
43108,Evergreen Country Day School,Evergreen,CO,1036 El Rancho Road,80439-3718,US,/school-directory/school/43108,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42218,Evergreen School,Silver Spring,MD,10700 Georgia Ave,20902-4702,US,/school-directory/school/42218,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
43510,"Everlasting Education, Inc.",Los Angeles,CA,2232 Echo Park Avenue,90026,US,/school-directory/school/43510,,0-100,,CoEd
41972,Explorer West Middle School,Seattle,WA,10015 28th Ave SW,98146-3708,US,/school-directory/school/41972,Middle School/Junior High School,101-200,Day,CoEd
39065,Fairfield Country Day School,Fairfield,CT,2970 Bronson Rd,06824-2098,US,/school-directory/school/39065,"Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,Boys
42587,Fairhill School,Dallas,TX,16150 Preston Rd,75248-3558,US,/school-directory/school/42587,,101-200,Day,CoEd
41415,Fairmont Private Schools,Anaheim,CA,1575 W Mable St,92802-1021,US,/school-directory/school/41415,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Boarding Day,CoEd
40189,Falmouth Academy,Falmouth,MA,7 Highfield Dr,02540-2345,US,/school-directory/school/40189,"Middle School/Junior High School, High School",101-200,Day Services Available Transportation,CoEd
42421,Fanny Edel Falk Laboratory School,Pittsburgh,PA,4060 Allequippa St,15261-0001,US,/school-directory/school/42421,"Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
39068,Far Brook School,Short Hills,NJ,52 Great Hills Rd,07078-3010,US,/school-directory/school/39068,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
39071,Far Hills Country Day School,Far Hills,NJ,697 U.S. Route 202,07931,US,/school-directory/school/39071,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
41879,Father Ryan High School,Nashville,TN,700 Norwood Dr,37204-3513,US,/school-directory/school/41879,High School,701-1000,Day,CoEd
39074,Fay School,Southborough,MA,48 Main St,01772-1595,US,/school-directory/school/39074,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Boarding Day,CoEd
40942,Fayerweather Street School,Cambridge,MA,765 Concord Ave,02138-1044,US,/school-directory/school/40942,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42049,Fayetteville Academy,Fayetteville,NC,3200 Cliffdale Rd,28303-4997,US,/school-directory/school/42049,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
43376,Field Middle School,San Mateo,CA,"2 W 5th Avenue, 3rd Floor",94402,US,/school-directory/school/43376,,0-100,Day,Boys
40568,Field School of Charlottesville,Crozet,VA,1408 Crozet Avenue,22932,US,/school-directory/school/40568,Middle School/Junior High School,0-100,Day Services Available Lunch,Boys
43175,First Baptist Academy,Houston,TX,7450 Memorial Woods Dr,77024-3745,US,/school-directory/school/43175,"Pre-School, Elementary/Primary School, Middle School/Junior High School",501-700,Day,CoEd
42544,Fishburne Military School,Waynesboro,VA,225 South Wayne Avenue,22980-0722,US,/school-directory/school/42544,"Middle School/Junior High School, High School",0-100,Boarding Day,Boys
43036,Fisher Island Day School,Miami Beach,FL,Two Fisher Island Drive,33109-0002,US,/school-directory/school/43036,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
41754,FlexSchool,Berkeley Heights,NJ,34 Russo Place,07922-1617,US,/school-directory/school/41754,"Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",0-100,Day,CoEd
41029,Flint Hill School,Oakton,VA,3320 Jermantown Rd.,22124-2405,US,/school-directory/school/41029,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
39091,Flintridge Preparatory School,La Canada Flintridge,CA,4543 Crown Ave,91011-3637,US,/school-directory/school/39091,"Middle School/Junior High School, High School",501-700,Day,CoEd
41010,Flintridge Sacred Heart Academy,La Cañada Flintridge,CA,440 Saint Katherine Drive,91011,US,/school-directory/school/41010,High School,301-500,Boarding Day,Girls
42051,Florida Preparatory Academy,Melbourne,FL,1950 Academy Dr,32901-4315,US,/school-directory/school/42051,"Middle School/Junior High School, High School",101-200,Boarding Day,CoEd
43135,Follow the Child Montessori School,Raleigh,NC,3601 Harden Rd,27607-3368,US,/school-directory/school/43135,"Pre-School, Elementary/Primary School",201-300,Day,CoEd
43360,Folsom Preparatory School,Folsom,CA,650 Willard Drive,95630,US,/school-directory/school/43360,,101-200,,CoEd
39100,Foothill Country Day School,Claremont,CA,1035 Harrison Ave,91711-4133,US,/school-directory/school/39100,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
41990,Foothills School of Arts and Sciences,Boise,ID,601 S 9th St,83702-7008,US,/school-directory/school/41990,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39111,Forest Ridge School of the Sacred Heart,Bellevue,WA,4800 139th Ave SE,98006-3015,US,/school-directory/school/39111,"Middle School/Junior High School, High School",201-300,Day,Girls
39124,Forsyth Country Day School,Lewisville,NC,PO Box 549,27023-8232,US,/school-directory/school/39124,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
39115,Forsyth School,Saint Louis,MO,6235 Wydown Blvd,63105-2398,US,/school-directory/school/39115,"Pre-School, Elementary/Primary School",301-500,Day,CoEd
40576,Fort Worth Academy,Fort Worth,TX,7301 Dutch Branch Rd,76132-4108,US,/school-directory/school/40576,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39119,Fort Worth Country Day,Fort Worth,TX,4200 Country Day Ln,76109-4201,US,/school-directory/school/39119,"Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
39126,Fountain Valley School of Colorado,Colorado Springs,CO,6155 Fountain Valley School Rd,80911-2251,US,/school-directory/school/39126,High School,101-200,Boarding Day,CoEd
42139,Foxcroft Academy,Dover Foxcroft,ME,975 W Main St,04426-1067,US,/school-directory/school/42139,High School,301-500,"Boarding Day Services Available Lunch, Transportation",CoEd
39130,Foxcroft School,Middleburg,VA,22407 Foxhound Lane,20117,US,/school-directory/school/39130,High School,101-200,Boarding Day,Girls
39135,Francis Parker School,San Diego,CA,6501 Linda Vista Rd,92111-7396,US,/school-directory/school/39135,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
39729,Francis Parker School of Louisville,Louisville,KY,"233 W Broadway, Francis School of Louisville",40202-3169,US,/school-directory/school/39729,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
39139,Francis W. Parker School,Chicago,IL,330 W Webster Ave,60614-3820,US,/school-directory/school/39139,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
43766,Frankford Friends School,Philadelphia,PA,1500 Orthodox St,19124-3606,US,/school-directory/school/43766,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42815,Franklin Academy,Bellingham,WA,1509 East Victor St,98225-1639,US,/school-directory/school/42815,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
40383,Franklin Academy Inc,East Haddam,CT,140 River Rd,06423-1400,US,/school-directory/school/40383,"High School, Post-Graduate School",0-100,Boarding Day,CoEd
40994,Franklin Road Academy,Nashville,TN,4700 Franklin Pike,37220-1136,US,/school-directory/school/40994,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
42717,Fraser Woods Montessori School,Newtown,CT,173 S Main St,06470-2792,US,/school-directory/school/42717,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39141,Frederica Academy,Saint Simons Island,GA,200 Murray Way,31522-1634,US,/school-directory/school/39141,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
41466,Fredericksburg Academy,Fredericksburg,VA,10800 Academy Dr,22408-1938,US,/school-directory/school/41466,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
42808,French American School of Puget Sound,Mercer Island,WA,3795 E Mercer Way,98040-3849,US,/school-directory/school/42808,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
43018,French American School of Silicon Valley,Sunnyvale,CA,1522 Lewiston Dr,94087-4146,US,/school-directory/school/43018,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
42822,French Immersion School of Washington,Bellevue,WA,4211 W Lake Sammamish Pkwy SE,98008-5936,US,/school-directory/school/42822,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
42444,French-American School of New York,Mamaroneck,NY,320 E Boston Post Rd,10543-3702,US,/school-directory/school/42444,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
40483,French-American School of Princeton,Princeton,NJ,75 Mapleton Rd,08540-9669,US,/school-directory/school/40483,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39143,Friends Academy,North Dartmouth,MA,1088 Tucker Rd,02747-3122,US,/school-directory/school/39143,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
39144,Friends Academy,Locust Valley,NY,270 Duck Pond Rd,11560-2428,US,/school-directory/school/39144,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
43059,Friends Community School,College Park,MD,5901 Westchester Park Dr,20740-2865,US,/school-directory/school/43059,"Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42458,Friends School,Boulder,CO,5465 Pennsylvania Ave,80303-2853,US,/school-directory/school/42458,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
89349,Friends School,Louisville,KY,901 Breckenridge Ln,40207-4618,US,/school-directory/school/89349,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
39154,Friends School Haverford,Haverford,PA,851 Buck Ln,19041-1297,US,/school-directory/school/39154,"Pre-School, Elementary/Primary School",0-100,Day,CoEd
41834,Friends School Mullica Hill,Mullica Hill,NJ,15 High St,08062-9541,US,/school-directory/school/41834,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39152,Friends School of Baltimore,Baltimore,MD,5114 N Charles Street,21210-2021,US,/school-directory/school/39152,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
38765,Friends School of Minnesota,Saint Paul,MN,1365 Englewood Ave,55104-1070,US,/school-directory/school/38765,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
40419,Friends School of Portland,Cumberland Foreside,ME,11 U.S. 1,04110,US,/school-directory/school/40419,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39158,Friends Select School,Philadelphia,PA,1651 Benjamin Franklin Parkway,19103-1284,US,/school-directory/school/39158,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
39149,Friends Seminary,New York,NY,222 E 16th St,10003-3795,US,/school-directory/school/39149,"Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
40275,Friends Western School,Pasadena,CA,524 E Orange Grove Blvd,91104-4351,US,/school-directory/school/40275,,0-100,,CoEd
39146,Friends' Central School,Wynnewood,PA,1101 City Ave,19096-3490,US,/school-directory/school/39146,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
44354,Frontiers Academy,Costa Mesa,CA,102 Baker Street East,92626,US,/school-directory/school/44354,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
41830,Frostig School,Pasadena,CA,971 N Altadena Dr,91107-1870,US,/school-directory/school/41830,"Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,CoEd
39161,Fryeburg Academy,Fryeburg,ME,745 Main St,04037-1329,US,/school-directory/school/39161,"High School, Post-Graduate School",201-300,Boarding Day,CoEd
43555,Fusion Academy Brooklyn,Brooklyn,NY,"1 MetroTech Center, Suite 1004",11201,US,/school-directory/school/43555,"Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",0-100,Day,CoEd
43137,Gann Academy,Waltham,MA,333 Forest Street,02452-4717,US,/school-directory/school/43137,High School,301-500,"Day Services Available Kosher Cafeteria, Lunch, Transportation",CoEd
89450,Gantry View School,Long Island City,NY,536 50th Ave,11101,US,/school-directory/school/89450,,0-100,Day,CoEd
42267,Garden School,Jackson Heights,NY,3316 79th St,11372-1230,US,/school-directory/school/42267,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",201-300,Day,CoEd
39165,Garrison Forest School,Owings Mills,MD,300 Garrison Forest Rd,21117-4064,US,/school-directory/school/39165,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Boarding Day,Girls
42251,Gaston Day School,Gastonia,NC,2001 Gaston Day School Rd,28056-7546,US,/school-directory/school/42251,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
41735,Gateway Academy,Houston,TX,3721 Dacoma Street,77092,US,/school-directory/school/41735,"Middle School/Junior High School, High School, Post-Graduate School",0-100,Day,CoEd
41946,Gateway School,Santa Cruz,CA,255 Swift St,95060-6225,US,/school-directory/school/41946,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
39171,George School,Newtown,PA,1690 Newtown Langhorne Rd,18940-2414,US,/school-directory/school/39171,High School,301-500,Boarding Day,CoEd
39175,Georgetown Day School,Washington,DC,4200 Davenport Street NW,20016,US,/school-directory/school/39175,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
40234,Georgetown Preparatory School,North Bethesda,MD,10900 Rockville Pike,20852-3209,US,/school-directory/school/40234,High School,301-500,Boarding Day,Boys
39182,Georgetown Visitation Preparatory School,Washington,DC,1524 35th St NW,20007-2700,US,/school-directory/school/39182,High School,501-700,Day,Girls
39186,Germantown Academy,Fort Washington,PA,340 Morris Rd,19034-2096,US,/school-directory/school/39186,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
39190,Germantown Friends School,Philadelphia,PA,31 W Coulter St,19144-2898,US,/school-directory/school/39190,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
41996,Giddens School,Seattle,WA,2120 21st Avenue South,98144,US,/school-directory/school/41996,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
39198,Gill St. Bernard's School,Gladstone,NJ,25 Saint Bernards Road,07934-0604,US,/school-directory/school/39198,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
40339,Gillen Brewer School,New York,NY,410 East 92nd Street,10128-6881,US,/school-directory/school/40339,"Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
39202,Gilman School,Baltimore,MD,5407 Roland Ave,21210-1930,US,/school-directory/school/39202,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,Boys
39207,Gilmour Academy,Gates Mills,OH,34001 Cedar Road,44040-9356,US,/school-directory/school/39207,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",701-1000,Boarding Day,CoEd
41031,Girard College,Philadelphia,PA,2101 S College Ave Ste 301,19121-4860,US,/school-directory/school/41031,"Elementary/Primary School, Middle School/Junior High School, High School",301-500,Boarding,CoEd
39211,Girls Preparatory School,Chattanooga,TN,205 Island Avenue,37405-4217,US,/school-directory/school/39211,"Middle School/Junior High School, High School",501-700,Day,Girls
40344,Girls' School of Austin,Austin,TX,2007 McCall Rd,78703-3056,US,/school-directory/school/40344,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,Girls
42197,Gladwyne Montessori School,Gladwyne,PA,920 Youngs Ford Road,19035-1613,US,/school-directory/school/42197,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
40290,Glen Urquhart School,Beverly,MA,74 Hart St,01915-2125,US,/school-directory/school/40290,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
